soc,readiness,distance,title,employment,wage,wage_gain,wage_gain_pct
43-6012,35.82954335110582,1.6653119464719994,Legal Secretaries and Administrative Assistants,156280,55570.0,7620.0,13.712434766960591
43-6013,33.91692123592457,1.714947131007542,Medical Secretaries and Administrative Assistants,961610,45930.0,17260.0,37.57892445025038
43-6014,32.94756541651249,1.740103252854727,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1706790,47540.0,15650.0,32.919646613378205
43-9021,40.50505619111864,1.5439759330638614,Data Entry Keyers,127080,41340.0,21850.0,52.85437832607644
43-9022,30.92052092564955,1.7927078560155565,Word Processors and Typists,35010,49280.0,13910.0,28.226461038961038
43-9031,51.75825054504298,1.2519400029457857,Desktop Publishers,3350,55290.0,7900.0,14.288298064749503
43-9041,30.272419967178998,1.8095269706833272,Insurance Claims and Policy Processing Clerks,214260,49230.0,13960.0,28.35669307332927
43-9051,32.94230042354507,1.7402398866913023,"Mail Clerks and Mail Machine Operators, Except Postal Service",55230,39280.0,23910.0,60.87067209775967
43-9061,35.213428554494406,1.6813009760780844,"Office Clerks, General",2464940,45010.0,18180.0,40.391024216840705
43-9071,46.896121002602385,1.3781189774327982,"Office Machine Operators, Except Computer",25130,40960.0,22230.0,54.2724609375
43-9081,11.37511296436342,2.2999381778237717,Proofreaders and Copy Markers,4580,51120.0,12070.0,23.61111111111111
43-9111,38.36712642516091,1.5994581622062785,Statistical Assistants,4710,50330.0,12860.0,25.551361017285913
45-1011,71.50374569334083,0.7395171423858246,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",27960,59320.0,3870.0,6.523937963587323
45-2011,58.096017351498986,1.0874662041306615,Agricultural Inspectors,14410,49940.0,13250.0,26.531838205847016
45-2021,40.645132413326394,1.5403407617024423,Animal Breeders,1330,51130.0,12060.0,23.586935263054958
45-2041,19.54275280751423,2.087976647306689,"Graders and Sorters, Agricultural Products",25180,35730.0,27460.0,76.85418415897006
45-2091,43.798181993786415,1.4585147718565514,Agricultural Equipment Operators,28500,41730.0,21460.0,51.42583273424395
45-2092,54.35282398704581,1.1846072399485204,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",265500,35660.0,27530.0,77.20134604598991
45-2093,60.001626403023664,1.038013018279538,"Farmworkers, Farm, Ranch, and Aquacultural Animals",32810,36670.0,26520.0,72.32069811835288
45-4011,58.60921265399942,1.0741480774917416,Forest and Conservation Workers,6050,43680.0,19510.0,44.66575091575091
45-4021,34.67155928812671,1.695363231667841,Fallers,3130,52100.0,11090.0,21.28598848368522
45-4022,54.69323425956594,1.1757731233918738,Logging Equipment Operators,21060,49740.0,13450.0,27.040611178126255
45-4023,60.89396920152292,1.0148554906524585,Log Graders and Scalers,3070,46330.0,16860.0,36.391107273904595
47-1011,76.66881046764767,0.6054765803867526,First-Line Supervisors of Construction Trades and Extraction Workers,812210,79920.0,-16730.0,-20.933433433433432
47-2011,66.21911312736887,0.8766606536589325,Boilermakers,10190,76410.0,-13220.0,-17.3014003402696
47-2021,62.268997798786884,0.9791716001311064,Brickmasons and Blockmasons,52550,62120.0,1070.0,1.7224726336123632
47-2022,65.49299118757045,0.8955045205112119,Stonemasons,7820,57390.0,5800.0,10.10629029447639
47-2031,76.72453670171397,0.604030407674748,Carpenters,670090,60580.0,2610.0,4.308352591614394
47-2041,56.36428686254611,1.1324070012189849,Carpet Installers,13780,50340.0,12850.0,25.526420341676598
47-2042,49.602034589691534,1.3078967839496525,"Floor Layers, Except Carpet, Wood, and Hard Tiles",23640,56460.0,6730.0,11.919943322706342
47-2043,52.060011295125555,1.2441088948575512,Floor Sanders and Finishers,3720,50440.0,12750.0,25.27755749405234
47-2044,60.32349321280651,1.029660130182809,Tile and Stone Setters,35850,55690.0,7500.0,13.46740887053331
47-2051,54.12172157009076,1.190604666738227,Cement Masons and Concrete Finishers,206170,57020.0,6170.0,10.820764643984567
47-2053,52.947927882526734,1.2210662335194802,Terrazzo Workers and Finishers,1180,76170.0,-12980.0,-17.040829722988054
47-2061,56.26332945679133,1.1350269852843649,Construction Laborers,1096780,47120.0,16070.0,34.1044142614601
47-2071,54.28941949931306,1.1862526739440893,"Paving, Surfacing, and Tamping Equipment Operators",41820,53340.0,9850.0,18.466441694788152
47-2072,51.87943589442343,1.2487950758157695,Pile Driver Operators,2310,73300.0,-10110.0,-13.792633015006821
47-2073,63.71167543482339,0.9417321236544968,Operating Engineers and Other Construction Equipment Operators,478090,59850.0,3340.0,5.58061821219716
47-2081,50.78602211362113,1.2771706730406733,Drywall and Ceiling Tile Installers,83080,58930.0,4260.0,7.228915662650603
47-2082,33.72140546490788,1.720021035202727,Tapers,12840,68270.0,-5080.0,-7.441042917826278
47-2111,100.0,0.0,Electricians,757220,63190.0,0.0,0.0
47-2121,62.10376613302615,0.9834595899833893,Glaziers,58480,57080.0,6110.0,10.70427470217239
47-2131,48.42500935362123,1.3384422138762553,"Insulation Workers, Floor, Ceiling, and Wall",44440,49120.0,14070.0,28.64413680781759
47-2132,54.71010226512172,1.175335375359023,"Insulation Workers, Mechanical",25660,58340.0,4850.0,8.313335618786425
47-2141,50.441074941493426,1.286122528405971,"Painters, Construction and Maintenance",225190,49400.0,13790.0,27.91497975708502
47-2142,40.409312623757586,1.5464606108244794,Paperhangers,1570,52140.0,11050.0,21.192942079018028
47-2151,60.09411711057593,1.0356127567219933,Pipelayers,33050,49000.0,14190.0,28.959183673469386
47-2152,77.13373567503804,0.5934111293596639,"Plumbers, Pipefitters, and Steamfitters",465840,63800.0,-610.0,-0.9561128526645768
47-2161,55.830297717777775,1.1462647567736106,Plasterers and Stucco Masons,19310,57660.0,5530.0,9.590704127644814
47-2171,49.17470558249568,1.3189865616747973,Reinforcing Iron and Rebar Workers,13800,58970.0,4220.0,7.156181109038494
47-2181,61.80942913306,0.9910980415065608,Roofers,135490,55440.0,7750.0,13.979076479076479
47-2211,71.28436061087196,0.7452104881681703,Sheet Metal Workers,119770,61800.0,1390.0,2.249190938511327
47-2221,62.817227044038205,0.9649442943084654,Structural Iron and Steel Workers,68380,62780.0,410.0,0.6530742274609749
47-2231,75.59301944068815,0.633394842818721,Solar Photovoltaic Installers,31350,53140.0,10050.0,18.91230711328566
47-3011,48.3921302596809,1.3392954717582677,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",14170,47550.0,15640.0,32.89169295478444
47-3012,51.802548953017066,1.2507903980986117,Helpers--Carpenters,21680,43780.0,19410.0,44.33531292827775
47-3013,67.88586164618728,0.8334062284124408,Helpers--Electricians,63630,42670.0,20520.0,48.089992969299274
47-3014,31.33124255844475,1.782049062584949,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",7490,40470.0,22720.0,56.14035087719298
47-3015,46.33380224612627,1.392711925524295,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",44330,42360.0,20830.0,49.17374881964117
47-3016,52.87763005318398,1.2228905592470667,Helpers--Roofers,6030,44160.0,19030.0,43.093297101449274
47-4011,66.36748032269233,0.8728103200982946,Construction and Building Inspectors,146720,74690.0,-11500.0,-15.396974159860758
47-4021,73.18299636443669,0.6959382690267361,Elevator and Escalator Installers and Repairers,23790,109910.0,-46720.0,-42.50750614138841
47-4031,52.69997675779368,1.2275009075380614,Fence Erectors,24480,47980.0,15210.0,31.700708628595248
47-4041,70.12186607804361,0.7753788262839441,Hazardous Materials Removal Workers,51710,49450.0,13740.0,27.785642062689586
47-4051,60.94856509629428,1.0134386518057517,Highway Maintenance Workers,154960,50260.0,12930.0,25.72622363708715
47-4061,60.46753847470703,1.0259219567615399,Rail-Track Laying and Maintenance Equipment Operators,19580,70070.0,-6880.0,-9.818752675895533
47-4071,53.09833395129133,1.2171629883780903,Septic Tank Servicers and Sewer Pipe Cleaners,30650,49880.0,13310.0,26.684041700080193
47-5011,60.51108367717287,1.0247918986372118,"Derrick Operators, Oil and Gas",10590,58620.0,4570.0,7.7959740702831795
47-5012,70.25705943745665,0.7718703719535337,"Rotary Drill Operators, Oil and Gas",12600,67890.0,-4700.0,-6.922963617616733
47-5013,76.29237173348567,0.6152456852654161,"Service Unit Operators, Oil and Gas",43140,58160.0,5030.0,8.648555708390646
47-5022,67.7409540957862,0.8371667794108122,"Excavating and Loading Machine and Dragline Operators, Surface Mining",34480,57430.0,5760.0,10.029601253700157
47-5023,64.23570063169738,0.9281329463043749,"Earth Drillers, Except Oil and Gas",19450,60190.0,3000.0,4.984216647283602
47-5032,78.83819144329546,0.5491781489300146,"Explosives Workers, Ordnance Handling Experts, and Blasters",5100,61390.0,1800.0,2.9320736276266492
47-5041,61.481167731268485,0.9996168780945577,Continuous Mining Machine Operators,14000,61810.0,1380.0,2.2326484387639542
47-5043,59.103562673273416,1.0613190119711393,"Roof Bolters, Mining",2160,78540.0,-15350.0,-19.54418130888719
47-5044,47.43030881943291,1.3642560660638638,"Loading and Moving Machine Operators, Underground Mining",5930,74500.0,-11310.0,-15.181208053691275
47-5051,42.8988958343497,1.4818524892862541,"Rock Splitters, Quarry",3320,48740.0,14450.0,29.647107098892082
47-5071,55.078841153753544,1.1657660921025983,"Roustabouts, Oil and Gas",44970,46960.0,16230.0,34.56132879045997
47-5081,63.020486518483956,0.959669430318013,Helpers--Extraction Workers,6700,47730.0,15460.0,32.39053006494867
49-1011,79.25936835472956,0.5382480265837298,"First-Line Supervisors of Mechanics, Installers, and Repairers",617500,79860.0,-16670.0,-20.874029551715502
49-2011,57.00356206915613,1.1158169269971996,"Computer, Automated Teller, and Office Machine Repairers",65600,47810.0,15380.0,32.1690023007739
49-2021,80.31770884464116,0.510782629681101,"Radio, Cellular, and Tower Equipment Installers and Repairers",11140,63520.0,-330.0,-0.5195214105793451
49-2022,73.72059462992864,0.6819868518064289,"Telecommunications Equipment Installers and Repairers, Except Line Installers",140920,63890.0,-700.0,-1.09563311942401
49-2091,77.41132809419922,0.5862072228266543,Avionics Technicians,18830,82280.0,-19090.0,-23.201263976665047
49-2092,77.06589635646668,0.5951716533384092,"Electric Motor, Power Tool, and Related Repairers",14450,56210.0,6980.0,12.417719267034336
49-2093,73.239160268382,0.6944807381771059,"Electrical and Electronics Installers and Repairers, Transportation Equipment",6940,84890.0,-21700.0,-25.562492637530923
49-2094,77.99412184899246,0.5710829202601835,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",65010,74090.0,-10900.0,-14.711836955054663
49-2095,70.7987150499421,0.7578136609770008,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",20720,103020.0,-39830.0,-38.66239565132984
49-2096,72.59581669007314,0.7111763922614412,"Electronic Equipment Installers and Repairers, Motor Vehicles",8550,48420.0,14770.0,30.50392399834779
49-2097,73.20314449794985,0.6954153971447083,Audiovisual Equipment Installers and Repairers,19780,52600.0,10590.0,20.133079847908746
49-2098,67.62685695558557,0.8401277577263323,Security and Fire Alarm Systems Installers,86340,60070.0,3120.0,5.193940402863326
49-3011,82.53716962373315,0.4531845581827017,Aircraft Mechanics and Service Technicians,138090,79870.0,-16680.0,-20.883936396644547
49-3021,66.75194492039647,0.8628329329798676,Automotive Body and Related Repairers,149310,54890.0,8300.0,15.121151393696485
49-3022,46.83822455273871,1.379621470241036,Automotive Glass Installers and Repairers,20310,47630.0,15560.0,32.66848624816292
49-3023,68.06226606303353,0.8288282902439187,Automotive Service Technicians and Mechanics,704640,50620.0,12570.0,24.832082180956142
49-3031,65.73084587873636,0.8893318628832592,Bus and Truck Mechanics and Diesel Engine Specialists,289960,61770.0,1420.0,2.2988505747126435
49-3041,71.05795826482573,0.7510859416286777,Farm Equipment Mechanics and Service Technicians,37870,56550.0,6640.0,11.74182139699381
49-3042,77.53480592205189,0.5830028027151917,"Mobile Heavy Equipment Mechanics, Except Engines",176600,65510.0,-2320.0,-3.5414440543428483
49-3043,65.94944010270676,0.8836590409708419,Rail Car Repairers,21350,67530.0,-4340.0,-6.426773285946987
49-3051,60.960153585338595,1.0131379145154962,Motorboat Mechanics and Service Technicians,23220,57550.0,5640.0,9.800173761946134
49-3052,67.69656885866544,0.838318637594222,Motorcycle Mechanics,13510,48580.0,14610.0,30.074104569781802
49-3053,57.58022687526167,1.1008516791110592,Outdoor Power Equipment and Other Small Engine Mechanics,36060,47880.0,15310.0,31.97577276524645
49-3091,59.85582513721145,1.0417967624267288,Bicycle Repairers,12170,42780.0,20410.0,47.709209911173446
49-3092,65.3433466374167,0.8993880031932656,Recreational Vehicle Service Technicians,17430,52000.0,11190.0,21.51923076923077
49-3093,49.47830760315281,1.3111076700730175,Tire Repairers and Changers,108410,37710.0,25480.0,67.56828427472819
49-9011,64.22898998341552,0.928307096892293,Mechanical Door Repairers,27120,55720.0,7470.0,13.406317300789663
49-9012,72.20680302823592,0.721271833874751,"Control and Valve Installers and Repairers, Except Mechanical Door",48240,74340.0,-11150.0,-14.998654829163304
49-9021,77.03657268286459,0.5959326431538811,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",409670,61010.0,2180.0,3.573184723815768
49-9031,63.43869767562653,0.9488162733902383,Home Appliance Repairers,32150,50990.0,12200.0,23.92626005099039
49-9041,69.80057698215364,0.7837167219075364,Industrial Machinery Mechanics,439640,64520.0,-1330.0,-2.061376317420955
49-9043,64.70350176336274,0.9159928610717285,"Maintenance Workers, Machinery",60020,60850.0,2340.0,3.845521774856204
49-9044,83.544183891154,0.4270511476168501,Millwrights,40330,65700.0,-2510.0,-3.8203957382039575
49-9045,52.76011249514628,1.2259403021278312,"Refractory Materials Repairers, Except Brickmasons",1080,61290.0,1900.0,3.100016315875347
49-9051,70.24887485201572,0.7720827732457088,Electrical Power-Line Installers and Repairers,131070,95320.0,-32130.0,-33.70751154007554
49-9052,65.2141810732996,0.9027400279135184,Telecommunications Line Installers and Repairers,97720,74330.0,-11140.0,-14.987219157809767
49-9061,50.765797584544224,1.277695527493055,Camera and Photographic Equipment Repairers,1650,52720.0,10470.0,19.859635811836114
49-9062,70.23334606634599,0.7724857666735336,Medical Equipment Repairers,65990,61660.0,1530.0,2.4813493350632503
49-9063,59.70325097402763,1.04575627261166,Musical Instrument Repairers and Tuners,5380,46420.0,16770.0,36.12666953899181
49-9064,46.44502283737886,1.389825597625461,Watch and Clock Repairers,1310,67230.0,-4040.0,-6.009222073479101
49-9071,76.13980769039217,0.6192049328200314,"Maintenance and Repair Workers, General",1529700,49590.0,13600.0,27.424884049203467
49-9081,77.28329270624201,0.589529917915189,Wind Turbine Service Technicians,9980,64120.0,-930.0,-1.4504054897067997
49-9091,46.169810370545314,1.396967741109706,"Coin, Vending, and Amusement Machine Servicers and Repairers",26410,47450.0,15740.0,33.171759747102215
49-9092,80.0327115695431,0.5181787024491283,Commercial Divers,3450,72990.0,-9800.0,-13.426496780380875
49-9094,69.9091519713535,0.7808990510346003,Locksmiths and Safe Repairers,15040,51320.0,11870.0,23.12938425565082
49-9095,85.61187281699887,0.3733917652528222,Manufactured Building and Mobile Home Installers,3020,45990.0,17200.0,37.39943465970863
49-9096,62.236340362147914,0.9800191057001192,Riggers,22530,62640.0,550.0,0.8780332056194126
49-9097,68.23841138540048,0.8242570759348508,Signal and Track Switch Repairers,8720,92460.0,-29270.0,-31.656932727666018
49-9098,57.17278021668935,1.1114254824390164,"Helpers--Installation, Maintenance, and Repair Workers",95580,39630.0,23560.0,59.449911683068386
49-9099,80.42461724005537,0.5080082092178719,"Installation, Maintenance, and Repair Workers, All Other",176300,49230.0,13960.0,28.35669307332927
51-1011,68.56737592675417,0.8157199919044318,First-Line Supervisors of Production and Operating Workers,673430,74450.0,-11260.0,-15.124244459368704
51-2011,74.14173667551383,0.6710576342770602,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",34020,65380.0,-2190.0,-3.3496482104619147
51-2021,44.35516686596347,1.4440602454268006,"Coil Winders, Tapers, and Finishers",12840,48220.0,14970.0,31.045209456656988
51-2031,56.26069211679927,1.1350954278983814,Engine and Other Machine Assemblers,34000,53710.0,9480.0,17.650344442375722
51-2041,50.55456508812624,1.2831773024115765,Structural Metal Fabricators and Fitters,52360,51330.0,11860.0,23.105396454315215
51-2051,57.9905556769617,1.0902030801897307,Fiberglass Laminators and Fabricators,16170,46880.0,16310.0,34.79095563139932
51-2061,44.59870688508034,1.4377400456891174,Timing Device Assemblers and Adjusters,250,62620.0,570.0,0.9102523155541361
51-3011,40.66380589201659,1.5398561591490412,Bakers,236200,37160.0,26030.0,70.04843918191604
51-3021,51.726628764034864,1.252760631821308,Butchers and Meat Cutters,136430,40140.0,23050.0,57.42401594419532
51-3022,47.60592253285504,1.3596986477408757,"Meat, Poultry, and Fish Cutters and Trimmers",145700,38300.0,24890.0,64.9869451697128
51-3023,21.506045087416826,2.0370265020392657,Slaughterers and Meat Packers,69950,40130.0,23060.0,57.463244455519565
51-3091,56.00769292420979,1.1416611062474116,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",20370,44810.0,18380.0,41.017629993305064
51-3092,46.13232132858369,1.3979406335075593,Food Batchmakers,174520,42290.0,20900.0,49.42066682430835
51-3093,42.84128026975345,1.4833476927340004,Food Cooking Machine Operators and Tenders,31250,41590.0,21600.0,51.93556143303679
51-4021,57.45514414460817,1.1040977486659997,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",60840,47720.0,15470.0,32.41827326068734
51-4022,53.49515580448452,1.2068649134187752,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",8930,49030.0,14160.0,28.880277381195185
51-4023,65.62771690163578,0.8920082022232257,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",25250,50140.0,13050.0,26.027124052652574
51-4031,44.250550549844824,1.4467751832677682,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",171200,46330.0,16860.0,36.391107273904595
51-4032,53.657217278505264,1.2026591944190452,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4680,49080.0,14110.0,28.748981255093724
51-4033,57.390076173923596,1.1057863523408433,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",67000,46550.0,16640.0,35.74650912996778
51-4034,59.38788986564468,1.0539403287750164,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",16710,50620.0,12570.0,24.832082180956142
51-4035,55.34662281296383,1.1588167883354625,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",12460,52800.0,10390.0,19.678030303030305
51-4041,65.23295217303041,0.9022528919593337,Machinists,287050,58750.0,4440.0,7.5574468085106385
51-4051,56.10996033462038,1.139007125752566,Metal-Refining Furnace Operators and Tenders,16780,54430.0,8760.0,16.0940657725519
51-4052,48.762429744764,1.3296856888693074,"Pourers and Casters, Metal",4560,51810.0,11380.0,21.964871646400308
51-4061,52.05856314307915,1.244146476402535,"Model Makers, Metal and Plastic",2610,63340.0,-150.0,-0.2368171771392485
51-4062,55.35433951441027,1.1586165292789246,"Patternmakers, Metal and Plastic",1470,58000.0,5190.0,8.948275862068966
51-4071,38.64651066672753,1.5922077554079823,Foundry Mold and Coremakers,12790,48110.0,15080.0,31.34483475368946
51-4072,50.56928270826522,1.2827953598492041,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",150470,44350.0,18840.0,42.48027057497182
51-4081,69.74670718667628,0.7851147174750808,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",124590,47180.0,16010.0,33.93387028401865
51-4111,59.432212637808966,1.0527900916434685,Tool and Die Makers,56930,64050.0,-860.0,-1.3427010148321623
51-4121,38.40314461657579,1.5985234404108313,"Welders, Cutters, Solderers, and Brazers",416210,53750.0,9440.0,17.56279069767442
51-4122,53.7144894081521,1.2011729035823973,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",31600,47920.0,15270.0,31.86560934891486
51-4191,55.034735918745994,1.166910683844588,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",14000,48750.0,14440.0,29.620512820512822
51-4192,67.29391146933466,0.8487681527730941,"Layout Workers, Metal and Plastic",5970,63870.0,-680.0,-1.0646625958979177
51-4193,54.34321900997408,1.1848565023645674,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",32410,43960.0,19230.0,43.744313011828936
51-4194,53.790244310023915,1.1992069592884178,"Tool Grinders, Filers, and Sharpeners",5600,50060.0,13130.0,26.22852576907711
51-5111,54.48647895409433,1.1811387090239385,Prepress Technicians and Workers,23840,48690.0,14500.0,29.78024234955843
51-5112,65.44314792626,0.8967980219579224,Printing Press Operators,144260,45780.0,17410.0,38.02970729576234
51-5113,60.81579570698361,1.0168842007653704,Print Binding and Finishing Workers,33180,42290.0,20900.0,49.42066682430835
51-6011,34.100910302764156,1.7101723607000052,Laundry and Dry-Cleaning Workers,198040,34890.0,28300.0,81.11206649469761
51-6021,23.486193917786647,1.9856389060143549,"Pressers, Textile, Garment, and Related Materials",26120,35060.0,28130.0,80.23388476896749
51-6031,33.17761949542128,1.7341330318847,Sewing Machine Operators,104880,36670.0,26520.0,72.32069811835288
51-6041,38.38546565717412,1.5989822338156199,Shoe and Leather Workers and Repairers,7450,37800.0,25390.0,67.16931216931216
51-6042,39.718018773354245,1.5644006406718303,Shoe Machine Operators and Tenders,3280,35650.0,27540.0,77.25105189340813
51-6051,27.343451033571796,1.8855377583682158,"Sewers, Hand",2190,36480.0,26710.0,73.21820175438596
51-6052,39.69887803427392,1.5648973692774748,"Tailors, Dressmakers, and Custom Sewers",13920,41640.0,21550.0,51.75312199807877
51-6061,48.176971108455966,1.3448791487903344,Textile Bleaching and Dyeing Machine Operators and Tenders,5310,38180.0,25010.0,65.50550026191723
51-6062,50.20933841937667,1.2921364111000964,"Textile Cutting Machine Setters, Operators, and Tenders",9000,38760.0,24430.0,63.02889576883385
51-6063,41.20559822838877,1.5257958999988808,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",13030,39530.0,23660.0,59.85327599291677
51-6064,45.837862850496315,1.4055822375556946,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",22020,38670.0,24520.0,63.408326868373415
51-6091,55.29791690364867,1.160080773927619,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",12850,46350.0,16840.0,36.33225458468177
51-6092,58.10277343629623,1.0872908744024379,Fabric and Apparel Patternmakers,2950,62750.0,440.0,0.701195219123506
51-6093,61.34004174882467,1.0032792921834455,Upholsterers,20140,46340.0,16850.0,36.361674579197235
51-7011,57.84403289000588,1.0940055488067602,Cabinetmakers and Bench Carpenters,77170,46680.0,16510.0,35.36846615252785
51-7021,57.81013275722111,1.0948853040564752,Furniture Finishers,14480,44540.0,18650.0,41.8724741805119
51-7031,55.44467510899822,1.1562721958782436,"Model Makers, Wood",280,56550.0,6640.0,11.74182139699381
51-7032,58.768719471672746,1.070008655351293,"Patternmakers, Wood",220,49630.0,13560.0,27.322184162804756
51-7041,42.08870628695941,1.5028780266228199,"Sawing Machine Setters, Operators, and Tenders, Wood",40850,42770.0,20420.0,47.743745616086045
51-7042,44.01485440599273,1.452891823612746,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",61420,43380.0,19810.0,45.66620562471185
51-8011,58.86865880719468,1.0674150916140464,Nuclear Power Reactor Operators,5150,122890.0,-59700.0,-48.58003092196273
51-8012,56.090855855126456,1.1395029133718817,Power Distributors and Dispatchers,8520,106730.0,-43540.0,-40.794528248852245
51-8013,74.3365105621034,0.6660029830070355,Power Plant Operators,29320,102040.0,-38850.0,-38.07330458643669
51-8021,73.50329602458683,0.6876260506266487,Stationary Engineers and Boiler Operators,28250,78620.0,-15430.0,-19.626049351310098
51-8031,71.29091161817267,0.7450404804841204,Water and Wastewater Treatment Plant and System Operators,128490,60020.0,3170.0,5.281572809063645
51-8091,53.613534699420015,1.2037928176563146,Chemical Plant and System Operators,16610,78120.0,-14930.0,-19.111623143881207
51-8092,67.6929885880345,0.8384115505601674,Gas Plant Operators,18030,87820.0,-24630.0,-28.046003188339785
51-8093,62.217194102927294,0.9805159775610255,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",33160,96710.0,-33520.0,-34.66032468203909
51-8099,70.66276569769163,0.7613417343652983,"Plant and System Operators, All Other",14080,62470.0,720.0,1.1525532255482631
51-9011,66.56196151828526,0.8677632645637343,Chemical Equipment Operators and Tenders,139630,58040.0,5150.0,8.873190902825637
51-9012,59.80606595656444,1.043088081864138,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",60100,51610.0,11580.0,22.43751211005619
51-9021,55.901469547471926,1.1444177495302237,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",26000,48540.0,14650.0,30.181293778327152
51-9022,57.62584436350671,1.0996678423096764,"Grinding and Polishing Workers, Hand",10510,42660.0,20530.0,48.12470698546648
51-9023,55.378936176816886,1.1579782119302857,"Mixing and Blending Machine Setters, Operators, and Tenders",94920,48990.0,14200.0,28.985507246376812
51-9031,35.85599367967782,1.6646255239271193,"Cutters and Trimmers, Hand",6060,38020.0,25170.0,66.20199894792215
51-9032,55.14160265846107,1.1641373444042633,"Cutting and Slicing Machine Setters, Operators, and Tenders",44980,46570.0,16620.0,35.688211294824995
51-9041,55.53182751683886,1.1540104705684966,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",58770,45760.0,17430.0,38.09003496503497
51-9051,49.54558500356602,1.309361728646284,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",14280,48040.0,15150.0,31.53621981681932
51-9061,57.8357182292742,1.094221325732318,"Inspectors, Testers, Sorters, Samplers, and Weighers",597370,48570.0,14620.0,30.100885320156475
51-9071,51.65323807481953,1.2546652215327203,Jewelers and Precious Stone and Metal Workers,22440,52540.0,10650.0,20.27027027027027
51-9081,60.95948777012661,1.0131551933394995,Dental Laboratory Technicians,34410,49610.0,13580.0,27.373513404555535
51-9082,72.44710705531541,0.7150356125981847,Medical Appliance Technicians,11280,48030.0,15160.0,31.563606079533624
51-9083,50.83568985193494,1.27588172665806,Ophthalmic Laboratory Technicians,18660,39460.0,23730.0,60.13684744044602
51-9111,52.75961950903232,1.225953095798126,Packaging and Filling Machine Operators and Tenders,379060,43220.0,19970.0,46.205460434983806
51-9123,33.91199620355875,1.7150749423971419,"Painting, Coating, and Decorating Workers",7940,41600.0,21590.0,51.89903846153846
51-9124,53.8879768225746,1.1966706656541073,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",158740,48250.0,14940.0,30.963730569948186
51-9141,57.26945141478221,1.1089167313801818,Semiconductor Processing Technicians,31460,51430.0,11760.0,22.866031499125025
51-9151,56.07242055620452,1.1399813348314558,Photographic Process Workers and Processing Machine Operators,4800,40610.0,22580.0,55.60206845604531
51-9161,65.12503479183309,0.9050534969966825,Computer Numerically Controlled Tool Operators,169450,50690.0,12500.0,24.659696192542906
51-9162,63.786095647231875,0.9398008163948193,Computer Numerically Controlled Tool Programmers,28500,68120.0,-4930.0,-7.237228420434527
51-9191,51.25291451852452,1.2650541705221263,Adhesive Bonding Machine Operators and Tenders,11500,46460.0,16730.0,36.00947051226862
51-9192,41.393903988389425,1.5209091055440065,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",14760,43530.0,19660.0,45.16425453710085
51-9193,63.424761543927424,0.9491779352486402,Cooling and Freezing Equipment Operators and Tenders,6900,41330.0,21860.0,52.891362206629566
51-9194,52.715704232516345,1.2270927578549944,Etchers and Engravers,7750,43310.0,19880.0,45.90163934426229
51-9195,51.68030118880505,1.2539628963603218,"Molders, Shapers, and Casters, Except Metal and Plastic",33190,46170.0,17020.0,36.86376434914447
51-9196,52.173459116229594,1.2411647672690649,"Paper Goods Machine Setters, Operators, and Tenders",96130,50270.0,12920.0,25.701213447384127
